Official symbol for Interactor A,Official symbol for Interactor B,Organism ID for Interactor A,Organism ID for Interactor B,Interaction Throughput,Quantitative Score,Genes,Log2FoldChange,FoldChange,Regulation
HPX,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,13.20066055,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
OR2A4,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.998000656,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SKI,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.961903183,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SERPINA1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,12.82482209,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
FGB,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,12.56954328,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
GOT1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.998348427,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
ZIC1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.999199638,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
HP,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,11.53675201,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
TF,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,11.42914671,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
EGFL8,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.979648212,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
CCNC,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.999334839,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
LCN1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,11.01309419,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
CLU,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,13.41302171,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
GABPA,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.999855194,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SNX27,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.987226355,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SERPINA3,PRR4,Homo sapiens,Homo sapiens,High Throughput,12.83360148,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
MATN2,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.998953507,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
PINK1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.999824654,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
FAM227B,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.950481026,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
FAM60A,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.91904151,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
FSTL1,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.982070364,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
HBB,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,11.00955496,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SERPINA3,ORM1,Homo sapiens,Homo sapiens,High Throughput,13.12776788,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
ZDHHC6,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.993573536,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
PCP4,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.992757007,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
RAB11A,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.984361323,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
CP,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,13.87536357,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
KLHL11,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.995547179,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
SSUH2,SERPINA3,Homo sapiens,Homo sapiens,High Throughput,0.995369054,SERPINA3,1.47104432115442,2.77222493574562,UpRegulated
RASL11B,BPIFA1,Homo sapiens,Homo sapiens,High Throughput,0.998761516,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,MUC5AC,Homo sapiens,Homo sapiens,High Throughput,0.999998313,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,RAP1GDS1,Homo sapiens,Homo sapiens,High Throughput,0.961942748,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,LTF,Homo sapiens,Homo sapiens,High Throughput,0.987788154,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,BPIFB1,Homo sapiens,Homo sapiens,High Throughput,0.999851619,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,SCGB2A1,Homo sapiens,Homo sapiens,High Throughput,0.925605306,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
RASL11B,PPM1A,Homo sapiens,Homo sapiens,High Throughput,0.999999848,RASL11B,-1.45904856882369,2.74926994470237,DownRegulated
NUAK2,UBXN7,Homo sapiens,Homo sapiens,High Throughput,0.998702967,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,AHCYL2,Homo sapiens,Homo sapiens,High Throughput,0.981779907,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,MARK2,Homo sapiens,Homo sapiens,High Throughput,0.97877846,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,AHCYL2,Homo sapiens,Homo sapiens,High Throughput,0.968244694,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,PPP1R12A,Homo sapiens,Homo sapiens,High Throughput,0.997069386,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,FBXW11,Homo sapiens,Homo sapiens,High Throughput,0.969425078,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,HSP90AB3P,Homo sapiens,Homo sapiens,High Throughput,0.999989573,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,FBXW11,Homo sapiens,Homo sapiens,High Throughput,0.935027158,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,PPP1R12A,Homo sapiens,Homo sapiens,High Throughput,0.999711861,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,GSPT2,Homo sapiens,Homo sapiens,High Throughput,0.982720263,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,FLNC,Homo sapiens,Homo sapiens,High Throughput,0.988910533,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,DCAF5,Homo sapiens,Homo sapiens,High Throughput,0.950217079,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,LZTR1,Homo sapiens,Homo sapiens,High Throughput,0.999914977,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,DCAF5,Homo sapiens,Homo sapiens,High Throughput,0.938137348,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,MARK3,Homo sapiens,Homo sapiens,High Throughput,0.999118004,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,SHC4,Homo sapiens,Homo sapiens,High Throughput,0.999999996,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,BTRC,Homo sapiens,Homo sapiens,High Throughput,0.977114864,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,MARK3,Homo sapiens,Homo sapiens,High Throughput,0.97564438,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,UBXN7,Homo sapiens,Homo sapiens,High Throughput,0.904608222,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,BTRC,Homo sapiens,Homo sapiens,High Throughput,0.994208005,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,LZTR1,Homo sapiens,Homo sapiens,High Throughput,0.999956476,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,HSP90AB3P,Homo sapiens,Homo sapiens,High Throughput,0.999981574,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
NUAK2,FLNC,Homo sapiens,Homo sapiens,High Throughput,0.99673498,NUAK2,1.43288848304044,2.69986726874086,UpRegulated
SOD2,TST,Homo sapiens,Homo sapiens,High Throughput,1.450085486,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,ISOC2,Homo sapiens,Homo sapiens,High Throughput,1.685003803,SOD2,1.41248730567937,2.66195707169751,UpRegulated
HMGB1,SOD2,Homo sapiens,Homo sapiens,High Throughput,11.23854528,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,ACAA2,Homo sapiens,Homo sapiens,High Throughput,1.719859753,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,ABHD10,Homo sapiens,Homo sapiens,High Throughput,1.581279924,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,LGALS3,Homo sapiens,Homo sapiens,High Throughput,1.729594905,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,PPIA,Homo sapiens,Homo sapiens,High Throughput,1.82135393,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,IDH2,Homo sapiens,Homo sapiens,High Throughput,1.493444822,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,FAHD2A,Homo sapiens,Homo sapiens,High Throughput,1.5878292,SOD2,1.41248730567937,2.66195707169751,UpRegulated
CS,SOD2,Homo sapiens,Homo sapiens,High Throughput,1.636832335,SOD2,1.41248730567937,2.66195707169751,UpRegulated
CYB5A,SOD2,Homo sapiens,Homo sapiens,High Throughput,1.530131683,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,UBR2,Homo sapiens,Homo sapiens,High Throughput,0.966645737,SOD2,1.41248730567937,2.66195707169751,UpRegulated
RPS3A,SOD2,Homo sapiens,Homo sapiens,High Throughput,2.0,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,PKM,Homo sapiens,Homo sapiens,High Throughput,1.482068675,SOD2,1.41248730567937,2.66195707169751,UpRegulated
HTRA2,SOD2,Homo sapiens,Homo sapiens,High Throughput,1.861898737,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,OAT,Homo sapiens,Homo sapiens,High Throughput,1.48839243,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,DLD,Homo sapiens,Homo sapiens,High Throughput,1.71384005,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,CFL2,Homo sapiens,Homo sapiens,High Throughput,1.552229875,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,CFL1,Homo sapiens,Homo sapiens,High Throughput,1.549232072,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,PITRM1,Homo sapiens,Homo sapiens,High Throughput,1.621600134,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,REXO2,Homo sapiens,Homo sapiens,High Throughput,1.770846782,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,SUCLA2,Homo sapiens,Homo sapiens,High Throughput,1.738933404,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,UBR2,Homo sapiens,Homo sapiens,High Throughput,0.986386644,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,SUCLG1,Homo sapiens,Homo sapiens,High Throughput,1.683660813,SOD2,1.41248730567937,2.66195707169751,UpRegulated
TRIM24,SOD2,Homo sapiens,Homo sapiens,High Throughput,11.3564644,SOD2,1.41248730567937,2.66195707169751,UpRegulated
PPIB,SOD2,Homo sapiens,Homo sapiens,High Throughput,11.28091658,SOD2,1.41248730567937,2.66195707169751,UpRegulated
CUTA,SOD2,Homo sapiens,Homo sapiens,High Throughput,1.509017631,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,PPA2,Homo sapiens,Homo sapiens,High Throughput,1.497173889,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,NFU1,Homo sapiens,Homo sapiens,High Throughput,1.74605498,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,CTSB,Homo sapiens,Homo sapiens,High Throughput,1.486506555,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,DSTN,Homo sapiens,Homo sapiens,High Throughput,1.502028686,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,AK3,Homo sapiens,Homo sapiens,High Throughput,1.51854441,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,PRDX5,Homo sapiens,Homo sapiens,High Throughput,1.529986475,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,MDH1,Homo sapiens,Homo sapiens,High Throughput,1.805338218,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,ECI1,Homo sapiens,Homo sapiens,High Throughput,1.750978148,SOD2,1.41248730567937,2.66195707169751,UpRegulated
SOD2,KDELC2,Homo sapiens,Homo sapiens,High Throughput,1.538038075,SOD2,1.41248730567937,2.66195707169751,UpRegulated
NOL12,SOD2,Homo sapiens,Homo sapiens,High Throughput,1.0,SOD2,1.41248730567937,2.66195707169751,UpRegulated
DKK1,TK2,Homo sapiens,Homo sapiens,High Throughput,0.999999941,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,TK2,Homo sapiens,Homo sapiens,High Throughput,0.999999991,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,LRP6,Homo sapiens,Homo sapiens,High Throughput,0.999914749,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,RBM45,Homo sapiens,Homo sapiens,High Throughput,0.999988461,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,LRP5,Homo sapiens,Homo sapiens,High Throughput,0.973461707,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,LRP5,Homo sapiens,Homo sapiens,High Throughput,0.967197374,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,POTEI,Homo sapiens,Homo sapiens,High Throughput,0.998977703,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,LRP6,Homo sapiens,Homo sapiens,High Throughput,0.999720965,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,RBM45,Homo sapiens,Homo sapiens,High Throughput,0.999846331,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
DKK1,POTEI,Homo sapiens,Homo sapiens,High Throughput,0.998825502,DKK1,-1.39555452271792,2.63089655290664,DownRegulated
NANOS1,CNOT7,Homo sapiens,Homo sapiens,High Throughput,0.912671188,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,C17orf70,Homo sapiens,Homo sapiens,High Throughput,0.999028671,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,KLHDC8B,Homo sapiens,Homo sapiens,High Throughput,0.999701995,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,CNOT6L,Homo sapiens,Homo sapiens,High Throughput,0.983823396,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,TNKS1BP1,Homo sapiens,Homo sapiens,High Throughput,0.974136443,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,CNOT2,Homo sapiens,Homo sapiens,High Throughput,0.988266391,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,CNOT6,Homo sapiens,Homo sapiens,High Throughput,0.982372671,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,PAK1,Homo sapiens,Homo sapiens,High Throughput,0.907941574,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,CNOT10,Homo sapiens,Homo sapiens,High Throughput,0.985482676,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
NANOS1,PHYH,Homo sapiens,Homo sapiens,High Throughput,0.989419888,NANOS1,-1.36438253994499,2.57466109218448,DownRegulated
CYP1A1,EMG1,Homo sapiens,Homo sapiens,High Throughput,0.998182292,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,OSBPL9,Homo sapiens,Homo sapiens,High Throughput,0.972445347,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF2A,Homo sapiens,Homo sapiens,High Throughput,0.998099056,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HPCAL4,Homo sapiens,Homo sapiens,High Throughput,0.999996622,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,NAA15,Homo sapiens,Homo sapiens,High Throughput,0.973801896,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,OSBPL9,Homo sapiens,Homo sapiens,High Throughput,0.994745443,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF3J,Homo sapiens,Homo sapiens,High Throughput,0.966428195,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,RBM12,Homo sapiens,Homo sapiens,High Throughput,0.900096779,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,SNX3,Homo sapiens,Homo sapiens,High Throughput,0.972185767,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,VRK1,Homo sapiens,Homo sapiens,High Throughput,0.997638464,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,TCEA1,Homo sapiens,Homo sapiens,High Throughput,0.980251979,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,ZMPSTE24,Homo sapiens,Homo sapiens,High Throughput,0.965768801,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,MLLT4,Homo sapiens,Homo sapiens,High Throughput,0.998142363,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PPP1R8,Homo sapiens,Homo sapiens,High Throughput,0.992419616,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PPP1R8,Homo sapiens,Homo sapiens,High Throughput,0.988592242,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF2A,Homo sapiens,Homo sapiens,High Throughput,0.996857114,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,BRD4,Homo sapiens,Homo sapiens,High Throughput,0.991168667,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,TBCE,Homo sapiens,Homo sapiens,High Throughput,0.991578983,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,VRK1,Homo sapiens,Homo sapiens,High Throughput,0.991814567,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,TPP2,Homo sapiens,Homo sapiens,High Throughput,0.992125231,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,TPP2,Homo sapiens,Homo sapiens,High Throughput,0.989833226,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,MCTS1,Homo sapiens,Homo sapiens,High Throughput,0.992800272,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF2AK2,Homo sapiens,Homo sapiens,High Throughput,0.977681267,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,LETM1,Homo sapiens,Homo sapiens,High Throughput,0.996508533,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,BRD4,Homo sapiens,Homo sapiens,High Throughput,0.962365971,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF4G2,Homo sapiens,Homo sapiens,High Throughput,0.931525935,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HPCAL4,Homo sapiens,Homo sapiens,High Throughput,0.999981063,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,RPRD1A,Homo sapiens,Homo sapiens,High Throughput,0.910958825,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HDLBP,Homo sapiens,Homo sapiens,High Throughput,0.995602374,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,RECQL,Homo sapiens,Homo sapiens,High Throughput,0.999978503,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,MCTS1,Homo sapiens,Homo sapiens,High Throughput,0.992758894,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HPCAL1,Homo sapiens,Homo sapiens,High Throughput,0.997871017,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,ADD3,Homo sapiens,Homo sapiens,High Throughput,0.926668094,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,SBDS,Homo sapiens,Homo sapiens,High Throughput,0.999728213,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PSMF1,Homo sapiens,Homo sapiens,High Throughput,0.978657884,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PTPN11,Homo sapiens,Homo sapiens,High Throughput,0.924551069,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,NAA50,Homo sapiens,Homo sapiens,High Throughput,0.940332887,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HDLBP,Homo sapiens,Homo sapiens,High Throughput,0.972740615,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,RBM12,Homo sapiens,Homo sapiens,High Throughput,0.94571283,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,CTNNBL1,Homo sapiens,Homo sapiens,High Throughput,0.998519212,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,NUP35,Homo sapiens,Homo sapiens,High Throughput,0.917033012,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,SBDS,Homo sapiens,Homo sapiens,High Throughput,0.969836256,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,HPCAL1,Homo sapiens,Homo sapiens,High Throughput,0.999980539,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,NAA50,Homo sapiens,Homo sapiens,High Throughput,0.983302735,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,CTNNBL1,Homo sapiens,Homo sapiens,High Throughput,0.992902316,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PSMF1,Homo sapiens,Homo sapiens,High Throughput,0.963756732,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,PTPN11,Homo sapiens,Homo sapiens,High Throughput,0.948817189,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,EIF3J,Homo sapiens,Homo sapiens,High Throughput,0.972562792,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,TBCE,Homo sapiens,Homo sapiens,High Throughput,0.984625118,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,LETM1,Homo sapiens,Homo sapiens,High Throughput,0.96721134,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1A1,RECQL,Homo sapiens,Homo sapiens,High Throughput,0.999987991,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
DNAJB1,DCAF6,Homo sapiens,Homo sapiens,High Throughput,0.999502096,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB1,DNAJB5,Homo sapiens,Homo sapiens,High Throughput,0.999571284,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,0.999999996,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
KCNC4,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,0.945202372,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB1,DCAF6,Homo sapiens,Homo sapiens,High Throughput,0.999219344,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB1,TTLL12,Homo sapiens,Homo sapiens,High Throughput,0.999887419,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
TBL1Y,DNAJB1,Homo sapiens,Homo sapiens,High Throughput,0.958216398,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
