"","Caco-2 cells of no treatment group-1","Caco-2 cells of no treatment group-2","Caco-2 cells of no treatment group-3","Caco-2 cells of B. subtilis CW14 treatment group-1","Caco-2 cells of B. subtilis CW14 treatment group-2","Caco-2 cells of B. subtilis CW14 treatment group-3"
"55230",543,534,660,502,541,713
"54576",47,39,62,42,44,52
"54575",48,38,62,44,45,52
"54600",47,39,63,41,42,54
"54577",47,38,62,40,42,51
"54578",145,118,212,145,141,193
"54579",48,38,62,40,42,51
"54657",49,38,63,40,45,54
"54659",47,40,63,40,42,51
"414061",4,4,7,6,7,9
"100286922",2,5,4,9,16,11
"54658",60,42,67,54,43,58
"339766",10,11,5,4,13,10
"55355",1282,1127,1155,926,1387,1093
"151507",189,215,218,149,198,145
"79054",0,0,0,4,0,1
"6694",0,2,0,0,1,0
"105373932",0,0,0,0,0,0
"105373933",5,3,2,1,5,1
"105373934",0,1,0,0,1,0
"10123",586,711,908,480,569,837
"105373936",0,0,0,0,0,0
"106144537",0,0,0,0,1,0
"101927896",6,10,8,7,17,20
"105373937",0,2,0,0,0,3
"105373938",3,1,4,1,2,0
"23677",315,300,411,317,353,469
"105373939",2,4,2,1,5,0
"105373940",0,0,0,2,2,0
"105373941",0,0,0,0,0,0
"116987",871,866,1094,680,772,850
"100506749",8,20,11,4,21,7
"27321",15,14,30,11,26,18
"105373943",20,27,42,22,39,22
"107986000",2,6,13,5,24,15
"105373942",13,28,18,25,26,30
"105373944",9,11,16,30,22,54
"2637",54,72,65,136,58,146
"401036",3,1,0,4,1,2
"79781",0,4,3,0,3,2
"105373945",4,3,1,2,1,3
"57007",151,176,154,303,228,367
"105373991",21,34,24,47,32,47
"107986001",0,0,0,0,0,0
"105373946",0,0,0,0,0,0
"105373947",0,0,0,0,0,0
"105373948",0,0,0,0,0,0
"105373949",1,0,0,2,0,0
"107986002",1,0,0,0,0,2
"105373951",0,0,1,1,3,3
"93463",0,0,0,0,0,0
"105373950",3,1,6,3,5,2
"10920",652,489,662,525,536,530
"105373952",1,0,1,0,0,0
"105373953",2,2,0,0,0,5
"105373954",6,2,0,1,2,2
"1293",4,4,1,3,2,3
"105373957",0,0,0,0,0,0
"79083",4,2,10,10,4,3
"102465486",0,0,0,0,0,0
"51052",0,0,0,0,0,0
"64284",746,855,915,742,827,933
"105373958",41,41,52,34,20,43
"9208",1573,1404,1803,1236,1563,1531
"375316",6,2,1,1,1,0
"10267",5,6,12,9,9,3
"105373960",0,1,1,4,0,2
"100533179",138,173,177,126,132,144
"140739",216,204,227,162,192,210
"51540",57,77,72,53,50,66
"339768",0,0,0,0,1,2
"377007",0,4,6,2,8,2
"151176",41,50,49,49,30,45
"80895",325,391,436,320,322,376
"151174",0,0,0,0,0,0
"643387",10,7,7,7,4,4
"55502",538,614,582,415,427,492
"8864",553,475,675,509,699,875
"112268433",2,4,3,1,1,2
"105373961",1,2,1,0,4,0
"26146",195,150,155,152,110,182
"51665",194,215,235,209,305,326
"107986003",67,79,87,69,122,117
"151171",0,1,0,0,0,0
"112268434",0,2,0,0,0,0
"105373963",0,0,0,2,0,0
"105373962",0,0,0,0,0,0
"100287387",0,4,0,0,0,0
"117581",0,0,0,0,0,1
"401039",0,0,0,0,0,0
"9759",117,116,105,86,87,177
"100616397",0,0,0,0,0,0
"100616493",1,0,1,0,0,0
"85009",0,0,0,0,0,1
"100423043",0,0,0,0,0,0
"100616360",0,0,0,0,0,0
"101928111",10,4,29,15,13,16
"401040",0,0,5,0,0,0
"105373966",0,0,0,2,0,0
"150935",0,0,0,0,0,0
"4705",1995,1939,2161,1727,1850,2155
"100616417",1,0,0,1,0,2
"389090",0,0,0,0,0,0
"150681",0,0,2,1,0,0
"150678",259,285,292,202,219,201
"150677",0,0,0,0,0,0
"107985836",0,0,0,0,0,0
"105373968",23,44,66,49,42,80
"102723825",0,0,0,0,0,0
"2817",521,561,795,399,417,552
"100130449",2,1,2,0,2,5
"406941",0,0,0,0,0,0
"51281",141,159,190,128,112,197
"285193",89,85,116,75,89,104
"57140",603,632,766,495,540,618
"101752400",22,37,49,38,66,38
"11132",230,291,286,199,262,260
"2859",1791,1686,1994,1517,1789,1866
"653437",387,327,333,408,348,304
"285191",12,17,22,24,26,16
"375318",137,101,106,134,103,107
"547",44,53,107,25,31,63
"189",46,26,44,39,36,41
"79919",510,653,868,623,562,977
"728763",0,0,0,0,0,0
"112268440",0,0,0,0,0,0
"200772",0,1,1,0,0,1
"25992",35,48,61,46,70,68
"107985787",0,0,0,0,4,0
"105373970",3,2,0,2,1,3
"130916",212,224,267,216,280,297
"23178",118,161,176,135,144,255
"5510",464,433,556,406,386,433
"105373971",0,0,0,0,1,0
"50636",308,319,352,269,323,348
"105376810",16,25,19,14,23,26
"3069",7553,7554,9255,6878,7514,9266
"101927509",102,101,122,104,136,192
"4735",4052,3546,4044,3559,3581,4427
"9855",141,179,192,199,166,235
"105373973",13,21,17,5,10,12
"100422942",0,0,0,1,0,0
"10494",1072,1061,1113,939,910,1099
"107985788",5,3,4,3,4,9
"100379249",7,13,11,14,10,11
"105373974",1,2,0,2,2,1
"666",302,312,457,322,299,310
"105373975",11,22,28,13,13,18
"51078",532,617,662,422,512,523
"23192",1001,1167,1250,862,1021,1165
"1841",535,576,659,453,491,590
"84289",609,655,696,535,515,764
"728294",437,555,493,434,467,625
"105373976",16,13,19,15,11,26
"64090",1,2,11,1,2,14
"129807",2,3,5,1,3,7
"107986004",0,0,2,1,3,3
"5133",0,0,0,0,0,2
"105373977",0,0,1,0,0,0
"285093",0,0,1,1,0,0
"105373978",0,0,0,0,0,0
"101927289",0,0,0,1,1,2
"285095",0,0,0,0,0,0
"102723927",0,2,1,1,4,3
"285097",0,0,0,0,0,0
"105373980",0,0,0,0,1,0
"105373979",0,0,0,0,0,0
"728323",63,51,72,57,54,61
"102723448",0,0,0,0,0,0
"105376921",0,0,0,0,0,0
"107986040",0,0,0,0,0,0
"107986057",0,0,1,0,2,0
"101927174",0,0,0,0,0,0
"10752",0,1,1,4,0,2
"101927193",0,0,2,0,0,0
"105376922",0,1,2,0,2,0
"101927215",0,1,0,0,0,0
"107986058",0,0,3,0,5,0
"107986059",0,0,0,0,0,0
"27255",2,2,1,0,6,0
"105376924",0,0,0,2,0,0
"105376923",3,3,0,4,0,2
"152330",121,117,126,123,101,145
"100873976",0,5,0,3,6,2
"105376926",2,1,6,3,3,0
"100873975",13,10,12,11,9,10
"3568",0,2,3,7,5,0
"51095",401,386,410,346,407,462
"51185",625,513,629,509,492,531
"100130207",0,0,2,1,0,0
"57633",7,1,2,0,1,3
"107986007",0,1,0,0,0,0
"102723512",4,5,5,1,8,1
"285362",401,444,449,357,316,376
"6419",107,93,119,92,84,115
"107986008",1,0,0,1,2,1
"100996539",2,2,6,3,1,3
"3708",55,57,55,67,57,105
"105376933",0,0,2,0,1,1
"100126791",7,9,17,33,29,33
"100507582",221,163,178,230,180,306
"8553",7872,5650,5792,7919,5853,9363
"105376934",24,9,13,11,12,23
"55207",1671,1542,2028,1426,1612,1618
"9695",1551,1354,1558,1248,1281,1712
"100616334",0,1,0,0,0,0
"105376936",0,0,0,0,0,0
"105376939",0,0,0,0,0,0
"105376938",2,0,4,2,0,0
"105376940",0,0,0,0,0,0
"105376941",0,0,0,0,0,0
"102723596",0,0,0,0,0,0
"105376942",0,0,0,2,0,0
"101927347",1,3,0,0,5,2
"105376944",6,20,27,27,21,29
"105376943",1,0,0,0,0,0
"105376945",0,0,1,0,0,0
"2917",0,1,0,0,3,2
"105376946",0,0,0,0,0,0
"100873937",3,1,1,0,2,1
"101927394",0,0,0,0,0,0
"100288428",15,10,11,5,10,10
"107986010",3,1,1,2,1,0
"29995",332,329,415,300,341,434
"29931",22,24,19,25,35,30
"107986009",2,4,2,6,3,2
"51066",205,180,235,160,185,191
"859",0,0,1,0,3,2
"5021",30,38,48,67,54,114
"107986061",1,0,0,0,4,0
"107984112",4,4,5,5,10,4
"56852",359,331,382,330,327,396
"9901",98,85,115,76,90,118
"101927416",0,2,0,0,0,2
"100288831",0,0,0,0,1,0
"101927440",0,0,1,2,1,0
"25917",856,743,781,707,786,940
"440944",464,431,524,579,655,858
"55209",2444,2660,3052,2257,3704,3338
"375323",1,6,1,0,6,5
"105376949",1,0,0,0,0,0
"64419",565,554,720,491,535,611
"151835",7,9,18,17,11,19
"7862",359,358,428,327,492,401
"4968",277,221,307,242,257,281
"8536",119,111,141,89,102,150
"10474",728,613,725,584,546,812
"10093",1282,1245,1501,1013,991,1311
"100526693",456,437,496,347,347,493
"26140",173,162,191,143,167,225
"285367",398,338,421,346,300,432
"63924",1419,1230,1334,1038,1311,1181
"84522",679,572,669,577,492,650
"132014",899,1015,1230,806,899,996
"84818",291,312,409,316,285,335
"78987",504,463,515,445,421,530
"285368",31,32,16,32,22,29
"100874032",15,14,12,10,12,14
"55831",609,635,670,518,478,521
"442075",180,188,229,155,160,187
"152302",118,117,113,86,78,71
"2177",371,388,396,326,327,485
"115795",26,9,21,14,8,15
"55845",1869,1729,2028,1401,1702,1553
"7428",1107,1225,1458,1135,1331,1582
"3656",370,328,496,714,357,1005
"9797",500,521,648,588,511,763
"113219470",29,42,54,46,41,50
"100126793",40,41,48,34,58,64
"84657",16,15,18,19,19,22
"51738",13,11,9,8,9,28
"6396",1641,1782,2022,1396,1921,1687
"491",0,1,7,1,3,4
"100422933",0,0,0,0,0,0
"100126334",0,0,0,0,0,0
"100874325",0,0,0,0,0,0
"285370",0,0,0,0,0,1
"6538",0,0,0,0,2,0
"105376950",0,0,0,0,0,0
"6529",0,0,0,0,0,0
"100874090",0,0,0,0,0,0
"101927467",0,1,0,0,4,0
"3269",135,62,87,50,72,105
"105376951",0,0,1,0,0,0
"102723663",9,18,17,9,3,17
"10533",431,486,612,427,450,523
"9686",503,539,769,630,663,800
"105376952",3,7,10,11,9,14
"132001",167,183,197,129,205,158
"6854",19,6,14,7,8,9
"7079",56,89,69,60,44,58
"5468",2434,1812,1812,1935,2615,1749
"80746",249,202,197,207,223,198
"100129480",67,61,40,38,62,63
"23609",644,556,682,551,797,690
"5894",1323,1486,1614,1226,1498,1692
"55287",39,28,75,39,33,62
"23066",13,10,18,11,14,21
"6161",28155,21558,22574,19650,20191,16998
"619563",68,68,68,44,54,47
"105376956",0,0,0,1,2,3
"105376955",0,0,0,0,0,0
"9922",396,391,481,452,467,668
"112267878",0,0,0,0,0,0
"23225",705,718,755,658,745,1075
"100874101",2,1,2,0,0,0
"79885",330,340,357,312,368,296
"2199",347,324,405,291,228,369
"106635526",0,0,0,0,0,0
"100293612",0,0,0,0,0,0
"285375",0,0,0,1,0,0
"7476",0,2,1,0,1,1
"105376957",3,0,4,1,4,2
"100132526",3,0,0,0,2,0
"348825",1,0,1,0,0,3
"112268445",0,0,1,0,0,0
"131474",269,204,207,168,192,169
"79188",1025,1079,1377,911,1083,1144
"7508",822,774,874,755,793,1042
"107986063",9,6,5,12,13,23
"27258",1128,868,909,755,752,729
"105376958",93,113,100,127,98,98
"101927565",0,0,2,0,4,0
"105376959",37,34,35,19,24,33
"6533",799,825,836,900,992,1133
"80852",625,614,615,623,671,765
"105376960",5,3,8,0,6,1
"51244",456,396,595,380,415,464
"84077",33,31,27,22,40,34
"152274",1,0,0,3,1,1
"152273",8,3,8,15,1,9
"105376963",1,2,0,3,0,1
"100505641",1425,1391,1351,1383,1154,1590
"7182",642,590,794,728,788,923
"64432",921,900,1006,1007,983,1233
"64145",329,340,388,323,382,403
"344875",8,18,9,10,14,8
"23473",705,751,770,631,742,863
"100505696",107,111,159,130,118,179
"9467",73,101,132,79,89,150
"131965",177,180,204,122,146,190
"85403",889,757,889,716,958,936
"8292",4,2,10,4,8,2
"100422868",0,0,0,0,0,0
"105376964",0,0,0,1,1,2
"26061",603,449,557,391,337,523
"686",426,337,374,363,304,390
"23243",834,715,853,808,792,978
"100422990",0,2,0,0,1,0
"101927647",0,1,2,2,1,0
"693148",0,1,1,0,0,0
"107986064",3,8,6,2,3,1
"117248",0,0,1,0,0,0
"285381",569,519,540,404,405,453
"92106",329,299,311,229,210,256
"107986065",0,0,1,0,0,0
"23180",15,18,37,27,10,26
"100996597",0,2,0,1,2,0
"1618",1,1,0,1,0,0
"105377641",0,0,0,0,0,0
"23228",0,0,0,0,0,1
"105376972",0,0,0,0,0,1
"100500913",0,0,0,0,0,0
"9779",688,505,636,704,530,929
"105376975",0,0,0,0,0,0
"339862",17,16,26,20,24,16
"6304",29,14,30,29,16,18
"101927777",1,0,0,0,0,0
"105376976",9,6,16,20,5,20
"105376978",0,1,0,2,3,2
"107986066",0,0,0,0,0,0
"105376981",0,0,0,0,0,2
"131096",0,0,2,2,2,4
"100616291",0,0,0,0,0,0
"105376982",0,0,0,0,0,0
"105376984",0,1,0,0,2,0
"151651",58,47,78,55,78,68
"5868",1395,1040,1455,1082,1321,1271
"151649",151,154,198,125,196,160
"8850",59,61,71,36,56,83
"100422901",0,1,0,0,2,0
"151648",593,533,581,375,499,519
"100874028",161,150,163,126,135,131
"107986067",3,6,3,1,3,2
"101927829",2,0,0,0,0,0
"107986068",0,3,0,0,0,0
"105376987",0,0,0,0,0,0
"105376988",0,1,4,0,1,1
"391518",0,0,0,0,0,0
"79750",1,4,2,3,2,3
"100874216",0,0,0,0,0,0
"100874221",0,0,0,0,0,0
"100505877",0,0,2,1,0,0
"7325",454,481,533,427,532,494
"105376991",2,1,1,0,1,1
"107986069",5,17,14,16,6,14
"105376993",2,0,0,0,1,2
"100874092",1,3,2,5,1,0
"7324",925,733,861,746,727,840
"28512",713,600,658,572,590,611
"6138",31613,27863,29432,24653,26444,22310
"9975",1940,1552,1933,1520,1457,1981
"152024",1,1,2,0,0,2
"7068",694,609,713,552,586,792
"101927854",4,0,2,4,10,3
"644990",23,17,11,12,12,19
"107986011",4,2,7,4,9,4
"107986070",0,0,0,0,0,0
"5915",16,28,32,14,17,23
"105376998",0,0,0,0,0,0
"105376997",0,0,0,0,0,0
"7155",2570,2168,2416,2180,1983,3000
"100616477",2,4,2,3,3,7
"55768",688,671,648,563,823,684
"54995",160,134,170,131,218,182
"105377000",0,0,1,0,0,0
"285326",0,0,0,0,1,2
"105377001",0,0,0,0,0,0
"105377002",0,0,0,0,0,0
"105377003",0,0,1,0,1,0
"116135",0,0,0,1,1,0
"152110",2,7,2,2,4,8
"105377004",0,0,0,0,0,0
"9497",484,377,397,440,562,646
"105377005",0,1,0,0,2,0
"107986071",1,3,2,4,2,8
"105377006",0,1,2,0,2,0
"8320",6,1,6,3,8,7
"105377007",41,38,38,25,30,35
"100996624",0,3,2,0,6,11
"107986041",3,7,6,0,5,1
"105377008",1,0,1,0,0,0
"152100",586,557,621,497,588,615
"64343",631,534,632,468,580,594
"152098",63,55,55,45,55,61
"107986012",0,0,0,2,0,0
"645206",0,0,0,0,4,0
"105377009",1,0,1,0,0,0
"100873979",2,0,2,1,0,2
"27303",5,4,10,2,13,11
"107986013",4,0,1,2,3,0
"100873977",0,0,0,0,0,0
"101927995",3,10,3,6,0,3
"105377013",0,4,1,0,2,0
"101928015",1,0,1,1,5,2
"105377015",31,39,20,24,30,33
"7048",2056,1749,2259,1495,2013,1719
"105377016",24,42,58,39,88,80
"339896",0,1,1,0,4,3
"105377017",0,0,0,0,0,2
"100423038",0,0,0,0,0,0
"105377018",2,4,8,5,4,10
"105377019",0,0,0,0,0,0
"201595",4894,4195,4662,4279,4053,4992
"114884",1059,959,1190,780,887,1010
"100874206",0,7,1,3,1,5
"344787",64,69,69,80,108,119
"23171",95,86,88,72,97,111
"152189",488,424,491,358,440,476
"112616",283,257,303,169,202,258
"54918",1499,1288,1521,1211,1364,1546
"102465247",0,0,0,0,0,0
"51143",1091,887,1090,744,701,890
"25904",394,409,562,373,334,524
"105377021",18,24,20,22,32,33
"131405",825,826,1014,865,987,1234
"1233",2,7,3,0,1,0
"105377022",1,3,4,1,6,2
"107986072",0,2,1,2,2,1
"2720",2514,2126,2536,1916,1861,2356
"107986073",9,12,4,9,8,10
"643853",99,92,107,103,118,123
"10491",1950,1966,2097,1688,1870,2054
"26032",6,3,1,2,2,1
"25827",148,107,139,111,124,169
"7342",1168,1185,1330,1081,1409,1544
"23122",565,462,630,550,506,724
"105377023",221,208,231,251,274,355
"10015",3199,2590,3050,2544,2420,3079
"105377024",0,2,0,5,3,1
"101928114",1,0,1,1,0,0
"102724048",0,0,0,0,2,0
"101928135",0,0,0,0,0,0
"10777",0,2,1,0,5,0
"406916",0,0,0,0,0,0
"6769",0,0,0,0,0,0
"85443",1,0,0,0,0,0
"105377029",0,1,0,0,2,0
"105377030",0,2,0,0,4,3
"105377031",1,0,0,1,0,1
"9881",128,131,116,130,129,190
"9852",1060,847,967,821,1007,1098
"4292",704,605,630,560,457,604
"9209",1237,1080,1297,920,1142,1155
"112268444",58,49,50,41,43,63
"105377642",2,1,0,0,1,2
"152048",100,78,73,92,107,144
"2803",7085,6317,7859,5413,7039,6556
"339883",72,131,99,98,175,145
"3680",129,152,246,86,94,150
"101928153",11,16,17,8,12,9
"10217",855,832,1021,689,915,1024
"407015",0,0,0,0,0,2
"50853",580,568,613,532,451,676
"5333",232,209,232,219,228,256
"9940",341,343,368,290,310,345
"105377033",9,11,7,17,14,27
"30",1471,1275,1541,1219,1227,1478
"4615",499,389,472,380,399,451
"101928234",2,3,6,2,3,8
"9943",2228,1925,2269,1958,2179,2604
"9390",2,1,1,6,6,1
"9389",2,2,7,3,0,4
"9942",391,368,377,373,314,521
"100128640",36,27,27,34,25,40
"93",476,489,526,416,534,524
"9941",106,89,107,92,87,136
"6331",17,15,18,23,15,29
"6336",0,0,0,0,0,0
"105377034",0,0,0,0,0,0
"107986042",0,0,0,0,0,0
"11280",0,2,5,1,6,0
"57599",1193,991,1197,999,1204,1384
"64689",543,522,555,486,537,551
"199223",61,58,73,62,66,87
"102466743",1,2,1,0,0,0
"64651",2250,1870,1886,1803,1811,1938
"101928263",7,8,9,6,6,14
"105377035",3,7,8,3,1,4
"165904",0,0,1,2,0,1
"102724104",0,0,0,0,0,0
"1524",1,0,0,0,0,2
"1237",0,0,0,0,0,1
"105377644",24,20,29,22,20,27
"105377037",5,0,2,4,1,2
"54977",578,596,700,452,609,610
"3921",33603,28860,31146,24778,26420,23422
"574040",19,15,11,12,6,14
"6044",17,21,16,11,16,21
"107986075",0,3,3,0,2,2
"105377038",0,0,0,0,2,0
"4336",7,3,6,3,3,0
"105377039",0,0,0,0,0,0
"25924",9,4,3,0,1,1
"440952",10,3,3,6,4,6
"105377645",0,0,0,0,0,0
"10289",1325,1134,1449,967,1061,968
"956",2,5,5,2,2,7
"285266",26,17,22,13,30,27
"9045",27500,24739,25670,21218,23546,20989
"285267",58,35,36,30,44,60
"253639",60,34,67,35,47,58
"285268",487,494,543,461,501,699
"105377043",0,4,5,1,2,9
"105377045",0,0,0,0,0,0
"1499",4748,4066,4742,4815,4317,5496
"54986",32,22,29,45,31,45
"105377046",3,3,3,7,5,3
"107986077",6,10,7,4,4,7
"22906",2526,2525,2854,2320,2756,2982
"105377048",0,1,0,0,1,0
"885",6,11,6,6,8,4
"131375",0,0,0,0,0,0
"7433",366,284,342,398,453,449
"100874007",21,12,13,14,15,14
"9117",525,545,559,428,535,625
"51188",387,380,381,315,362,305
"4820",1676,1898,2108,1735,2916,2752
"101928323",0,1,4,2,0,4
"92999",61,31,69,48,31,50
"131377",0,3,0,0,0,1
"57467",0,5,0,0,2,0
"100874044",0,0,0,0,0,1
"152206",24,31,28,19,11,18
"100874114",1,3,0,0,0,1
"729083",14,2,14,15,17,8
"25994",9142,6003,6612,6505,6380,5324
"1238",159,116,136,97,85,98
"1582",13,14,2,10,6,8
"389114",133,124,128,124,133,206
"100506275",0,0,0,0,0,1
"100506243",5,1,8,1,7,2
"729085",0,1,0,1,4,0
"84892",122,114,119,124,107,158
"107986079",1,1,3,1,1,1
"105377051",0,0,0,0,0,0
"105377052",0,0,0,0,0,0
"54861",549,469,537,507,587,579
"100873954",188,162,161,170,182,216
"55129",465,369,435,400,337,469
"107986080",3,5,1,1,4,1
"51099",555,438,504,426,436,392
"105377054",0,1,4,2,1,2
"107986081",0,0,0,0,2,0
"406929",0,0,0,0,0,0
"375337",1,3,0,0,2,0
"105377055",0,0,1,0,1,0
"285343",680,546,621,508,520,593
"102724231",8,8,5,6,7,8
"100506319",2,1,3,2,0,1
"353274",282,382,417,330,437,519
"101928529",10,10,7,1,9,14
"285346",31,56,57,66,65,80
"55888",0,1,0,0,0,1
"112840933",1,3,5,0,7,0
"110354863",140,102,118,105,98,136
"285349",2,0,8,1,4,1
"100874094",7,0,1,4,0,0
"10168",140,102,118,106,100,136
"7584",78,58,100,62,93,93
"101928592",0,0,1,1,1,0
"91392",47,41,27,30,35,40
"105377056",4,1,4,1,3,3
"115560",37,28,28,15,25,40
"57456",1221,910,1009,866,1078,1026
"56992",667,606,569,487,475,711
"693149",4,5,6,3,3,5
"131616",57,85,74,60,84,77
"7047",1,4,8,5,9,2
"51304",1475,1227,1424,1104,1301,1465
"23016",552,581,678,500,511,536
"7123",3,2,2,0,4,5
"64866",1134,992,1235,1004,1647,1326
"101928636",0,0,0,0,0,2
"25907",14,15,27,13,9,12
"105377061",0,0,0,0,4,0
"105377062",0,0,0,0,0,0
"23395",286,297,357,257,267,424
"100885795",0,6,4,3,6,8
"8994",260,326,404,338,413,527
"644714",80,90,113,90,117,141
"100189103",0,0,0,0,0,1
"22908",838,702,747,691,674,819
"54716",458,425,532,286,365,396
"107986082",31,16,23,9,23,16
"107986083",63,36,55,29,35,48
"54585",528,377,465,335,368,408
"10803",1,0,0,0,4,2
"79443",279,263,324,309,364,412
"10663",1,4,4,4,12,4
"105377063",0,1,2,1,0,1
"2829",0,0,0,1,0,1
"105377067",277,296,297,230,268,241
"1230",68,64,44,69,69,64
"1232",4,0,2,1,0,5
"729230",0,0,0,0,0,0
"102724297",52,17,35,27,25,36
"1234",0,2,0,1,2,5
"9034",188,147,118,193,119,141
"105377068",2,0,4,0,2,0
"4057",1,1,6,1,5,6
"83597",0,0,0,1,0,0
"79442",1,2,2,0,3,3
"83598",15,7,4,6,12,9
"6997",4,0,10,0,3,2
"100132146",0,0,0,0,0,0
"259173",594,693,816,742,977,952
"259236",0,0,0,1,5,7
"29122",3,1,0,0,1,3
"100287362",0,0,0,0,0,0
"377047",0,2,0,1,0,1
"100288960",5,0,0,1,0,1
"729756",8,17,7,12,6,12
"339906",21,27,17,22,39,68
"4634",360,360,327,307,449,306
"5745",285,292,321,332,312,361
"151903",825,793,856,560,672,710
"23218",416,516,619,431,432,767
"100129354",3,0,2,5,6,1
"29072",1238,1200,1469,1127,1350,1681
"285352",17,21,23,21,31,34
"64147",189,159,172,159,169,145
"109617025",1,0,0,0,0,0
"23276",248,231,310,195,286,282
"25930",924,977,1214,760,921,1114
"22937",1409,1528,1882,1296,1549,1905
"105377073",0,0,0,0,0,2
"54859",264,247,251,237,173,262
"105377074",0,0,1,0,0,0
"10675",38,20,18,21,19,31
"6599",2011,1926,2273,1855,1860,2654
"109623484",0,0,1,0,1,3
"22907",1025,1152,1386,1046,1080,1371
"100302232",3,5,4,2,4,1
"4134",2930,2801,3633,2803,3204,3977
"993",393,404,519,323,312,404
"100616407",0,0,0,0,0,0
"820",1,0,1,0,0,0
"51385",123,138,145,168,194,230
"10201",355,348,431,284,330,407
"101060195",24,33,39,22,25,28
"646424",3,0,1,2,0,1
"100313840",0,0,0,0,0,0
"285231",4,3,8,2,6,16
"5364",1778,1974,2322,1920,2186,2503
"105377077",47,33,45,21,21,29
"79714",1035,984,1015,687,704,738
"51372",1360,1265,1470,1149,1327,1305
"84126",100,105,138,95,93,124
"111822955",99,102,129,86,91,131
"11277",19,25,28,18,19,33
"51246",2166,2071,2516,1811,2221,2363
"5210",1674,1624,1641,1741,2868,2456
"102465494",1,1,0,1,1,2
"90226",2,9,6,2,2,2
"1294",326,363,398,363,366,318
"100313843",3,3,6,4,5,5
"7384",5145,4613,5133,3922,4349,4302
"106635528",0,5,1,2,4,2
"440955",4,16,7,5,5,8
"65010",2145,2329,2525,2086,2894,2233
"102465495",5,13,7,7,7,7
"1951",900,911,1035,918,901,1423
"100616112",15,16,15,15,9,27
"102724368",15,11,24,12,10,20
"51517",518,487,594,552,801,694
"51447",3101,2589,2976,2411,2876,2940
"5576",1125,1095,1246,1030,1069,1350
"100506637",21,23,20,31,17,28
"788",380,287,331,302,226,334
"646450",54,75,76,59,48,53
"10425",1215,1176,1478,916,1086,1241
"54681",328,292,376,322,359,390
"11180",2037,1854,2401,1910,1871,2343
"55152",692,653,745,587,664,682
"494337",1,3,5,1,0,0
"25915",500,439,462,377,426,422
"406966",1,2,1,0,0,0
"3615",6176,5763,6533,4508,5200,5369
"54870",1640,1551,1841,1301,1425,1833
"5859",5033,4856,5427,3966,4429,4624
"102465536",6,4,4,2,7,4
"10869",845,804,943,749,912,1043
"3913",1713,1803,2086,1632,1813,2069
"22973",17,24,12,16,33,29
"64925",67,110,78,48,46,114
"200942",85,64,99,75,75,73
"646498",0,0,0,0,0,0
"339834",4,1,1,5,0,5
"375341",103,118,141,89,104,131
"100422952",7,8,6,6,4,7
"7375",386,402,426,334,376,489
"107986084",62,54,75,42,69,54
"2876",1833,1724,1909,1408,1505,1558
"387",7511,6433,7800,5493,6005,6453
"6988",241,224,248,203,198,251
"275",116,148,131,130,164,161
"84276",157,166,150,182,165,245
"1605",1337,1461,1793,1374,1517,2027
"100132677",2,2,1,3,1,4
"8927",31,32,27,23,28,59
"327",1253,1262,1401,1082,981,1441
"4485",2973,3003,3189,3254,3527,3067
"63891",746,764,869,734,743,937
"386724",115,123,171,80,112,158
"29925",348,359,458,320,349,372
"9807",606,583,796,411,459,517
"389118",8,15,7,10,9,12
"389119",2,3,3,0,1,0
"7318",38,22,41,30,38,43
"100847079",4,1,4,0,2,5
"10293",182,217,247,143,173,161
"79012",210,214,233,236,203,260
"4486",468,430,462,340,390,488
"102724438",17,29,22,46,39,45
"84315",89,92,92,60,75,82
"10180",1109,1382,1582,1062,1408,1497
"10181",1237,1306,1573,1113,1279,1463
"100775107",56,71,63,46,66,95
"100129060",205,190,264,182,213,200
"107986035",6,5,6,8,5,14
"6405",129,168,185,157,171,236
"2779",0,6,4,5,2,3
"10991",999,720,990,769,594,1031
"2771",1603,1324,1605,1228,1274,1371
"102464817",0,1,0,0,0,0
"101928931",19,11,23,9,6,21
"7869",3477,3837,3996,3322,4088,3258
"102465526",25,27,32,13,17,26
"132228",182,201,240,124,129,202
"7866",754,786,868,584,570,756
"8372",457,323,429,407,243,492
"24142",711,587,710,560,480,568
"3373",130,127,165,126,106,134
"8692",593,546,533,430,355,557
"11334",315,338,414,287,307,331
"11186",926,839,1011,788,859,973
"102060282",11,9,11,5,2,5
"51364",1,3,7,4,7,1
"10641",353,380,406,288,321,338
"11068",165,190,193,150,155,154
"11070",338,332,463,291,300,346
"9254",16,35,31,21,38,38
"105377082",0,0,0,0,0,0
"105377083",0,0,0,0,0,0
"51161",23,23,15,31,12,17
"51409",256,258,250,293,286,300
"1154",67,65,56,39,56,43
"7867",451,422,455,370,388,471
"107986085",20,17,10,7,12,12
"1795",10,10,22,5,17,15
"100616138",0,0,0,0,0,0
"7873",1209,1018,1559,778,733,872
"29890",783,730,956,663,640,1022
"9730",792,802,891,763,765,1056
"105377085",4,0,2,2,7,5
"23132",375,506,619,308,380,492
"105377086",1,7,5,2,2,1
"51368",368,300,343,283,302,306
"2912",2,3,4,2,5,3
"105377087",0,0,0,0,2,0
"440956",0,0,0,0,0,0
"100506840",0,0,0,0,0,0
"401067",0,0,0,0,0,0
"389123",0,0,0,0,0,0
"101928999",0,0,0,0,0,0
