"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
120296,7414,79173,113257,122590,"RP11-178G16.3","-","VCL","C19orf57","CMD1W|CMH15|HEL114|MV|MVCL","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120300,11338,22827,116466,116502,"-","-","U2AF2","PUF60","U2AF65","FIR|RoBPI|SIAHBP1|VRJS","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120304,1615,7965,107984,113684,"PIG40","PRO0992","DARS","AIMP2","HBSL|aspRS","JTV-1|JTV1|P38","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120305,2130,138065,108431,126500,"AC002059.7","-","EWSR1","RNF183","EWS|bK984G1.4","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120306,6303,81628,112210,123563,"-","-","SAT1","TSC22D4","DC21|KFSD|KFSDX|SAT|SSAT|SSAT-1","THG-1|THG1|TILZ2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120307,7329,9260,113177,114682,"LA16c-358B7.1","-","UBE2I","PDLIM7","C358B7.1|P18|UBC9","LMP1|LMP3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120314,5050,84708,111087,124219,"-","UNQ574/PRO1136","PAFAH1B3","LNX1","PAFAHG","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120316,4591,114822,110678,125372,"-","-","TRIM37","RHPN1","MUL|POB1|TEF3","ODF5|RHOPHILIN|RHPN","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120320,153733,374618,127513,131910,"-","-","CCDC112","TEX9","MBC1","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120321,27111,51538,118007,119598,"-","HSPC243","SDCBP2","ZCCHC17","SITAC|SITAC18|ST-2","HSPC251|PS1D|pNO40","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120332,4698,9802,110778,115143,"-","-","NDUFA5","DAZAP2","B13|CI-13KD-B|CI-13kB|NUFM|UQOR13","PRTB","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120341,9636,11274,114995,116430,"-","-","ISG15","USP18","G1P2|IFI15|IMD38|IP17|UCRP|hUCRP","ISG43|UBP43","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120343,8204,23641,113843,117169,"-","-","NRIP1","LDOC1","RIP140","BCUR1|Mar7|Mart7","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120354,54974,55531,120311,120702,"-","-","THG1L","ELMOD1","ICF45|IHG-1","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120363,10907,121268,116113,125715,"-","-","TXNL4A","RHEBL1","DIB1|DIM1|HsT161|SNRNP15|TXNL4|U5-15kD","RHEBL1c","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120365,57326,151871,121486,127407,"RP11-307C12.2","-","PBXIP1","DPPA2","HPIP","CT100|ECAT15-2|PESCRG1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120372,9802,26574,115143,117743,"-","HSPC277","DAZAP2","AATF","PRTB","BFR2|CHE-1|CHE1|DED","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120375,9513,10567,114890,115818,"-","-","FXR2","RABAC1","FMR1L2|FXR2P","PRA1|PRAF1|YIP3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120402,7572,81576,113403,123536,"-","SB115","ZNF24","CCDC130","KOX17|RSG-A|ZNF191|ZSCAN3|Zfp191","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120405,55145,79169,120448,122586,"-","-","THAP1","C1orf35","DYT6","MMTAG2|hMMTAG2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120411,5990,222546,111922,128803,"-","RP5-955L16.1","RFX2","RFX6","-","MTCHRS|MTFS|RFXDC1|dJ955L16.1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120417,1152,140462,107572,126615,"-","-","CKB","ASB9","B-CK|BCK|CKBB|HEL-211|HEL-S-29","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120420,26086,83878,117539,123791,"RP13-270L15.1","-","GPSM1","USHBP1","AGS3","AIEBP|MCC2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120423,5372,5870,111385,111808,"-","-","PMM1","RAB6A","Sec53","RAB6","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120424,2189,9189,108484,114626,"-","-","FANCG","ZBED1","FAG|XRCC9","ALTE|DREF|TRAMP|hDREF","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120441,9111,9146,114561,114593,"-","-","NMI","HGS","-","HRS","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120444,10179,11007,115478,116198,"-","-","RBM7","CCDC85B","-","DIPA","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120447,11051,79869,116237,122957,"-","-","NUDT21","CPSF7","CFIM25|CPSF5","CFIm59","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120449,7314,9802,113162,115143,"-","-","UBB","DAZAP2","-","PRTB","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","","",""
120451,55565,541468,120720,139071,"-","-","ZNF821","LURAP1","-","C1orf190|LRAP35a|LRP35A","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120465,60491,92610,121922,124962,"MDS015","-","NIF3L1","TIFA","ALS2CR1|CALS-7","T2BP|T6BP|TIFAA","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120467,59349,84708,121890,124219,"-","UNQ574/PRO1136","KLHL12","LNX1","C3IP1|DKIR","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120472,10403,51019,115675,119225,"-","AD-016","NDC80","CCDC53","HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80","CGI-116","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120475,9513,10606,114890,115852,"-","-","FXR2","PAICS","FMR1L2|FXR2P","ADE2|ADE2H1|AIRC|PAIS","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120477,5682,9111,111655,114561,"-","-","PSMA1","NMI","HC2|HEL-S-275|NU|PROS30","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120479,4841,8379,110904,113971,"-","-","NONO","MAD1L1","NMT55|NRB54|P54|P54NRB|PPP1R114","MAD1|PIG9|TP53I9|TXBP181","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120485,3190,10179,109431,115478,"RP11-575L7.1","-","HNRNPK","RBM7","CSBP|HNRPK|TUNP","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120487,6455,63898,112352,121977,"-","-","SH3GL1","SH2D4A","CNSA1|EEN|SH3D2B|SH3P8","PPP1R38|SH2A","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120490,51364,81628,119499,123563,"LUCA12.4","-","ZMYND10","TSC22D4","BLU|CILD22|FLU","THG-1|THG1|TILZ2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120493,2553,55885,108827,120977,"-","-","GABPB1","LMO3","BABPB2|E4TF1|E4TF1-47|E4TF1-53|E4TF1B|GABPB|GABPB2|NRF2B1|NRF2B2","RBTN3|RBTNL2|RHOM3|Rhom-3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120499,55145,79576,120448,122723,"-","-","THAP1","NKAP","DYT6","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120504,6477,27125,112372,118016,"-","HSPC092","SIAH1","AFF4","SIAH1A","AF5Q31|MCEF","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120509,57596,147687,121647,127075,"-","-","BEGAIN","ZNF417","-","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120512,2130,9709,108431,115060,"AC002059.7","-","EWSR1","HERPUD1","EWS|bK984G1.4","HERP|Mif1|SUP","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120513,22934,60491,116594,121922,"-","MDS015","RPIA","NIF3L1","RPI","ALS2CR1|CALS-7","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120515,9802,54472,115143,119978,"-","-","DAZAP2","TOLLIP","PRTB","IL-1RAcPIP","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120529,60491,79734,121922,122848,"MDS015","RP5-1170K4.4","NIF3L1","KCTD17","ALS2CR1|CALS-7","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120541,2203,9513,108497,114890,"RP11-342C23.1","-","FBP1","FXR2","FBP","FMR1L2|FXR2P","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120556,7186,10253,113038,115547,"-","-","TRAF2","SPRY2","MGC:45012|TRAP|TRAP3","hSPRY2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120558,11277,26150,116433,117581,"-","-","TREX1","RIBC2","AGS1|CRV|DRN3|HERNS","C22orf11|TRIB","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120563,358,30008,106854,119026,"-","UNQ200/PRO226","AQP1","EFEMP2","AQP-CHIP|CHIP28|CO","ARCL1B|FBLN4|MBP1|UPH1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120567,9319,84708,114730,124219,"-","UNQ574/PRO1136","TRIP13","LNX1","16E1BP","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120571,4110,9411,110284,114806,"-","RP11-255E17.1","MAGEA11","ARHGAP29","CT1.11|MAGE-11|MAGE11|MAGEA-11","PARG1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120578,10733,54855,115956,120205,"-","-","PLK4","FAM46C","SAK|STK18","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120592,9260,84080,114682,123875,"-","UNQ6410","PDLIM7","ENKD1","LMP1|LMP3","C16orf48|DAKV6410","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120612,7965,55885,113684,120977,"PRO0992","-","AIMP2","LMO3","JTV-1|JTV1|P38","RBTN3|RBTNL2|RHOM3|Rhom-3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120616,389,392,106882,106885,"RP11-426L16.4","-","RHOC","ARHGAP1","ARH9|ARHC|H9|RHOH9","CDC42GAP|RHOGAP|RHOGAP1|p50rhoGAP","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120619,23650,84445,117177,124083,"-","RP11-108L7.8","TRIM29","LZTS2","ATDC","LAPSER1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120623,84680,85302,124199,124465,"-","-","ACCS","FBF1","ACS|PHACS","Alb|FBF-1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120625,9513,51451,114890,119549,"-","CGI-68","FXR2","LCMT1","FMR1L2|FXR2P","LCMT|PPMT1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120629,3611,55742,109824,120860,"-","-","ILK","PARVA","HEL-S-28|ILK-1|ILK-2|P59|p59ILK","CH-ILKBP|MXRA2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120631,84705,84705,124216,124216,"-","-","GTPBP3","GTPBP3","GTPBG3|MSS1|MTGP1|THDF1","GTPBG3|MSS1|MTGP1|THDF1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120633,22827,118426,116502,125600,"-","-","PUF60","LOH12CR1","FIR|RoBPI|SIAHBP1|VRJS","LOH1CR12","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120634,4110,4291,110284,110437,"-","-","MAGEA11","MLF1","CT1.11|MAGE-11|MAGE11|MAGEA-11","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120641,22978,29922,116627,118963,"RP11-30H12.3","-","NT5C2","NME7","GMP|NT5B|PNT5|SPG45|SPG65|cN-II","CFAP67|MN23H7|NDK 7|NDK7|nm23-H7","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120651,27111,222389,118007,128797,"-","-","SDCBP2","BEND7","SITAC|SITAC18|ST-2","C10orf30","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120652,84708,92610,124219,124962,"UNQ574/PRO1136","-","LNX1","TIFA","LNX|MPDZ|PDZRN2","T2BP|T6BP|TIFAA","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120663,6303,51204,112210,119377,"-","PRO0477","SAT1","TACO1","DC21|KFSD|KFSDX|SAT|SSAT|SSAT-1","CCDC44","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120664,2495,9513,108773,114890,"OK/SW-cl.84","-","FTH1","FXR2","FHC|FTH|FTHL6|HFE5|PIG15|PLIF","FMR1L2|FXR2P","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120666,27111,151871,118007,127407,"-","-","SDCBP2","DPPA2","SITAC|SITAC18|ST-2","CT100|ECAT15-2|PESCRG1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120673,9802,130617,115143,126246,"-","-","DAZAP2","ZFAND2B","PRTB","AIRAPL","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120674,51619,56658,119641,121170,"-","DAAP-385L22.4","UBE2D4","TRIM39","HBUCE1","RNF23|TFP|TRIM39B","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120675,55722,84708,120844,124219,"-","UNQ574/PRO1136","CEP72","LNX1","-","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120676,9775,51244,115119,119402,"-","-","EIF4A3","CCDC174","DDX48|MUK34|NMP265|NUK34|RCPS|eIF4AIII","C3orf19","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120677,3872,11007,110070,116198,"-","-","KRT17","CCDC85B","K17|PC|PC2|PCHC1","DIPA","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120678,55145,55145,120448,120448,"-","-","THAP1","THAP1","DYT6","DYT6","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120681,7170,79036,113023,122501,"RP11-205M9.1","-","TPM3","KXD1","CAPM1|CFTD|HEL-189|HEL-S-82p|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30","C19orf50|KXDL|MST096|MSTP096","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120684,6449,30008,112347,119026,"-","UNQ200/PRO226","SGTA","EFEMP2","SGT|alphaSGT|hSGT","ARCL1B|FBLN4|MBP1|UPH1","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120692,10567,84708,115818,124219,"-","UNQ574/PRO1136","RABAC1","LNX1","PRA1|PRAF1|YIP3","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120696,5866,117177,111804,125566,"-","-","RAB3IL1","RAB3IP","GRAB","RABIN3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120701,26258,149371,117644,127206,"-","-","BLOC1S6","EXOC8","BLOS6|HPS9|PA|PALLID|PLDN","EXO84|Exo84p|SEC84","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120705,4005,22924,110191,116584,"-","-","LMO2","MAPRE3","RBTN2|RBTNL1|RHOM2|TTG2","EB3|EBF3|EBF3-S|RP3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120711,3880,149371,110078,127206,"-","-","KRT19","EXOC8","CK19|K19|K1CS","EXO84|Exo84p|SEC84","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120721,1857,11143,108190,116315,"-","-","DVL3","KAT7","-","HBO1|HBOA|MYST2|ZC2HC7","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120722,1725,56648,108070,121162,"-","-","DHPS","EIF5A2","DHS|DS|MIG13","EIF-5A2|eIF5AII","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120729,55145,79797,120448,122894,"-","-","THAP1","ZNF408","DYT6","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120730,25900,138065,117407,126500,"-","-","IFFO1","RNF183","HOM-TES-103|IFFO","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120731,5092,84708,111125,124219,"-","UNQ574/PRO1136","PCBD1","LNX1","DCOH|PCBD|PCD|PHS","LNX|MPDZ|PDZRN2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120734,2130,23635,108431,117164,"AC002059.7","-","EWSR1","SSBP2","EWS|bK984G1.4","HSPC116|SOSS-B2","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120742,10733,23281,115956,116880,"-","-","PLK4","MTUS2","SAK|STK18","CAZIP|ICIS|KIAA0774|TIP150","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120748,51684,57333,119676,121488,"RP11-47A8.1","UNQ239/PRO272","SUFU","RCN3","PRO1280|SUFUH|SUFUXL","RLP49","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120750,8204,56159,113843,121093,"-","RP11-291O7.2","NRIP1","TEX11","RIP140","TGC1|TSGA3","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120754,9513,283518,114890,129592,"-","RP11-34F20.6","FXR2","KCNRG","FMR1L2|FXR2P","DLTET","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120756,30008,84894,119026,124334,"UNQ200/PRO226","-","EFEMP2","LINGO1","ARCL1B|FBLN4|MBP1|UPH1","LERN1|LRRN6A|UNQ201","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120757,29922,84260,118963,123987,"-","-","NME7","TCHP","CFAP67|MN23H7|NDK 7|NDK7|nm23-H7","TpMs","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120758,83755,147687,123756,127075,"-","-","KRTAP4-12","ZNF417","KAP4.12|KRTAP4.12","-","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120762,7408,8996,113251,114477,"-","-","VASP","NOL3","-","ARC|FCM|MYP|NOP|NOP30","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
120775,6297,83637,112204,123701,"-","HRIHFB2007","SALL2","ZMIZ2","COLB|HSAL2|Sal-2|ZNF795|p150(Sal2)","NET27|TRAFIP20|ZIMP7|hZIMP7","Two-hybrid","physical","Rual JF (2005)",16189514,"Homo sapiens","Homo sapiens","High Throughput","-","-","-","-","-","BIOGRID"
